nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 9.318564517E-01, 2.500000000E+00, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 9.205731144E-01, 2.505945093E+00, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 8.906365369E-01, 2.520125096E+00, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 8.307108869E-01, 2.548700659E+00, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 7.538550455E-01, 2.584312880E+00, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 6.547870332E-01, 2.624295241E+00, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01, 5.531952601E-01, 2.667929887E+00, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01, 4.388953784E-01, 2.714025914E+00, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01, 3.285367634E-01, 2.759540171E+00, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01, 2.273327415E-01, 2.801211607E+00, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01, 1.393724051E-01, 2.839461451E+00, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01, 5.750281820E-02, 2.877055677E+00, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-7.930054926E-03, 2.905641575E+00, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-5.746426638E-02, 2.930042326E+00, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-9.717035338E-02, 2.953017527E+00, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-1.209398948E-01, 2.968865092E+00, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-1.358741545E-01, 2.983533363E+00, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-1.432421506E-01, 2.995593888E+00, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-1.455411495E-01, 3.005941554E+00, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-1.427067957E-01, 3.014228641E+00, 0.000000000E+00
        21, 2.448275948E+01,-2.000000000E+01,-1.319813279E-01, 3.021938160E+00, 0.000000000E+00
        22, 2.620689583E+01,-2.000000000E+01,-1.180064127E-01, 3.029292133E+00, 0.000000000E+00
        23, 2.793103409E+01,-2.000000000E+01,-1.052578196E-01, 3.035878982E+00, 0.000000000E+00
        24, 2.965517235E+01,-2.000000000E+01,-8.913972586E-02, 3.043041607E+00, 0.000000000E+00
        25, 3.137931061E+01,-2.000000000E+01,-7.402518268E-02, 3.048802477E+00, 0.000000000E+00
        26, 3.310344696E+01,-2.000000000E+01,-6.030370840E-02, 3.054002026E+00, 0.000000000E+00
        27, 3.482758713E+01,-2.000000000E+01,-4.358226962E-02, 3.060411878E+00, 0.000000000E+00
        28, 3.655172348E+01,-2.000000000E+01,-2.993197916E-02, 3.065768763E+00, 0.000000000E+00
        29, 3.827586365E+01,-2.000000000E+01,-1.376973904E-02, 3.070444170E+00, 0.000000000E+00
        30, 4.000000000E+01,-2.000000000E+01,-2.218809899E-03, 3.073218673E+00, 0.000000000E+00
        31, 2.688087654E+01,-1.912092590E+01,-1.130501347E-01, 3.034556864E+00,-3.343465905E-03
        32, 2.570874596E+01,-1.911762238E+01,-1.237900582E-01, 3.029845481E+00,-3.516876026E-03
        33, 1.065971851E+01,-1.905763054E+01,-1.103787565E-02, 2.909506807E+00,-1.513961287E-02
        34, 3.223234940E+01,-1.902348328E+01,-6.778126200E-02, 3.053564369E+00,-3.136306061E-03
        35, 3.632635117E+01,-1.898240852E+01,-3.172714418E-02, 3.066665543E+00,-3.154655326E-03
        36,-8.439105034E+00,-1.896893883E+01, 9.300248538E-01, 2.505893765E+00,-5.405135715E-03
        37, 1.504807377E+01,-1.896084785E+01,-1.135700100E-01, 2.966385590E+00,-1.050936312E-02
        38, 6.240347862E+00,-1.892391968E+01, 1.841622789E-01, 2.823758009E+00,-2.488822377E-02
        39,-5.172211528E-01,-1.886991882E+01, 6.050390352E-01, 2.648647967E+00,-2.957078774E-02
        40, 2.344727135E+01,-1.886930466E+01,-1.408438682E-01, 3.022121337E+00,-5.104020948E-03
        41,-3.581001759E+00,-1.882642365E+01, 7.818521154E-01, 2.574426333E+00,-2.518124244E-02
