nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 8.723205726E+00, 2.150000000E+01, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 8.378956518E+00, 2.151870103E+01, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 7.553275994E+00, 2.155404916E+01, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 6.111373856E+00, 2.162285139E+01, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 4.399243592E+00, 2.170669157E+01, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 2.282273930E+00, 2.180094654E+01, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01, 1.790935856E-01, 2.190405411E+01, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01,-1.989160799E+00, 2.200602871E+01, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01,-3.933145922E+00, 2.209593598E+01, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01,-5.539323591E+00, 2.216964593E+01, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01,-6.731551184E+00, 2.222937084E+01, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01,-7.558927053E+00, 2.227545138E+01, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-8.084442792E+00, 2.230214881E+01, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-8.298927241E+00, 2.231687581E+01, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-8.230795838E+00, 2.231967539E+01, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-7.943042887E+00, 2.231093378E+01, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-7.514748457E+00, 2.230081042E+01, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-6.963053646E+00, 2.228457951E+01, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-6.377860588E+00, 2.226715030E+01, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-5.776993153E+00, 2.224753115E+01, 0.000000000E+00
        21, 2.448275948E+01,-2.000000000E+01,-5.134760866E+00, 2.222727410E+01, 0.000000000E+00
        22, 2.620689583E+01,-2.000000000E+01,-4.488266949E+00, 2.220990479E+01, 0.000000000E+00
        23, 2.793103409E+01,-2.000000000E+01,-3.920385061E+00, 2.219633640E+01, 0.000000000E+00
        24, 2.965517235E+01,-2.000000000E+01,-3.266880321E+00, 2.218287353E+01, 0.000000000E+00
        25, 3.137931061E+01,-2.000000000E+01,-2.669860112E+00, 2.216606372E+01, 0.000000000E+00
        26, 3.310344696E+01,-2.000000000E+01,-2.174086131E+00, 2.215386550E+01, 0.000000000E+00
        27, 3.482758713E+01,-2.000000000E+01,-1.579004369E+00, 2.214239486E+01, 0.000000000E+00
        28, 3.655172348E+01,-2.000000000E+01,-1.060459257E+00, 2.213137585E+01, 0.000000000E+00
        29, 3.827586365E+01,-2.000000000E+01,-5.630471143E-01, 2.212176825E+01, 0.000000000E+00
        30, 4.000000000E+01,-2.000000000E+01,-1.432896530E-01, 2.211592017E+01, 0.000000000E+00
        31, 2.688087654E+01,-1.912092590E+01,-4.246207309E+00, 2.220941488E+01, 8.570117883E-03
        32, 2.570874596E+01,-1.911762238E+01,-4.656344823E+00, 2.222070478E+01, 8.874199364E-03
        33, 1.065971851E+01,-1.905763054E+01,-8.183435972E+00, 2.231127628E+01,-1.119989493E-02
        34, 3.223234940E+01,-1.902348328E+01,-2.405903321E+00, 2.216551344E+01, 7.421924927E-03
        35, 3.632635117E+01,-1.898240852E+01,-1.125047345E+00, 2.213838089E+01, 6.737272112E-03
        36,-8.439105034E+00,-1.896893883E+01, 8.610810781E+00, 2.151532404E+01,-1.520218013E-02
        37, 1.504807377E+01,-1.896084785E+01,-8.132430983E+00, 2.232462683E+01, 3.950591520E-03
        38, 6.240347862E+00,-1.892391968E+01,-6.198295850E+00, 2.221051899E+01,-3.862174467E-02
        39,-5.172211528E-01,-1.886991882E+01, 1.202055975E+00, 2.186485657E+01,-6.916773403E-02
        40, 2.344727135E+01,-1.886930466E+01,-5.537601833E+00, 2.224901220E+01, 1.164942803E-02
        41,-3.581001759E+00,-1.882642365E+01, 5.015968856E+00, 2.168928789E+01,-6.105776072E-02
        42, 1.655527496E+01,-1.881643867E+01,-7.817127275E+00, 2.231920995E+01, 7.709363479E-03
        43, 4.681884766E+00,-1.873410606E+01,-4.919376722E+00, 2.215198844E+01,-5.632637769E-02
        44, 3.091585732E+01,-1.869906235E+01,-2.822318085E+00, 2.218021562E+01, 1.018550418E-02
        45, 1.824869728E+01,-1.866976166E+01,-7.341439467E+00, 2.230863045E+01, 1.163204209E-02
        46, 3.888160324E+01,-1.861947632E+01,-3.491667091E-01, 2.212723565E+01, 6.242752899E-03
        47, 2.963801861E+00,-1.861654663E+01,-3.137790581E+00, 2.206998698E+01,-7.221945294E-02
        48, 3.353791046E+01,-1.860749054E+01,-2.003968787E+00, 2.216266200E+01, 9.725706343E-03
        49, 1.998884201E+01,-1.860685921E+01,-6.773071499E+00, 2.229179334E+01, 1.400475026E-02
        50,-2.065884590E+00,-1.845661926E+01, 3.230802662E+00, 2.177923182E+01,-9.099243876E-02
        51, 2.809185028E+01,-1.844211006E+01,-3.821099590E+00, 2.220880885E+01, 1.403719711E-02
        52, 1.060077071E+00,-1.842178726E+01,-8.209174214E-01, 2.196639582E+01,-9.190940175E-02
        53,-5.929559708E+00,-1.841862106E+01, 7.386715311E+00, 2.158182335E+01,-5.630357308E-02
        54, 2.185309792E+01,-1.841635323E+01,-6.101603624E+00, 2.227470019E+01, 1.716268828E-02
        55, 2.477992058E+01,-1.841446114E+01,-5.017286026E+00, 2.224092217E+01, 1.597053207E-02
        56,-7.270661831E+00,-1.839252853E+01, 8.297544705E+00, 2.153855329E+01,-3.963387548E-02
        57, 9.334493637E+00,-1.837192345E+01,-7.947069749E+00, 2.230534575E+01,-3.054143506E-02
        58, 1.189736176E+01,-1.834807396E+01,-8.449356786E+00, 2.233555011E+01,-1.066300130E-02
        59, 3.491258621E+01,-1.833026505E+01,-1.565307705E+00, 2.215659942E+01, 1.108858313E-02
        60, 1.358120537E+01,-1.832011414E+01,-8.404732395E+00, 2.234233411E+01,-1.832022591E-05
        61, 2.961786652E+01,-1.826012993E+01,-3.275897192E+00, 2.219590940E+01, 1.398946974E-02
        62, 7.685947418E+00,-1.825920105E+01,-7.248717100E+00, 2.227313203E+01,-4.940113574E-02
        63,-1.000000000E+01,-1.814569283E+01, 9.210095811E+00, 2.150000000E+01, 0.000000000E+00
        64, 3.750472260E+01,-1.811868095E+01,-7.660609697E-01, 2.214412366E+01, 1.045262571E-02
        65, 2.631773186E+01,-1.806191635E+01,-4.439207249E+00, 2.223161974E+01, 1.942368643E-02
