nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 2.318767435E-01, 1.000000000E+00, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 2.303483195E-01, 1.003646376E+00, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 2.252756951E-01, 1.013536727E+00, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 2.120920954E-01, 1.033188160E+00, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 1.939681818E-01, 1.057801602E+00, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 1.697882629E-01, 1.085506414E+00, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01, 1.442800849E-01, 1.116183467E+00, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01, 1.145330624E-01, 1.149388545E+00, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01, 8.563849839E-02, 1.182956315E+00, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01, 5.870212241E-02, 1.214154634E+00, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01, 3.408514878E-02, 1.242764302E+00, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01, 1.094266365E-02, 1.270580235E+00, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-7.350434367E-03, 1.291639104E+00, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-2.103377639E-02, 1.308600602E+00, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-3.215145396E-02, 1.324063527E+00, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-3.877596131E-02, 1.334032625E+00, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-4.255266598E-02, 1.341559806E+00, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-4.500941527E-02, 1.346125113E+00, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-4.612141529E-02, 1.348029730E+00, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-4.582446087E-02, 1.348044827E+00, 0.000000000E+00
        21, 2.448275948E+01,-2.000000000E+01,-4.350522073E-02, 1.346516830E+00, 0.000000000E+00
        22, 2.620689583E+01,-2.000000000E+01,-3.932927766E-02, 1.343677284E+00, 0.000000000E+00
        23, 2.793103409E+01,-2.000000000E+01,-3.460691930E-02, 1.339120561E+00, 0.000000000E+00
        24, 2.965517235E+01,-2.000000000E+01,-3.120503209E-02, 1.331944584E+00, 0.000000000E+00
        25, 3.137931061E+01,-2.000000000E+01,-2.689500948E-02, 1.324002854E+00, 0.000000000E+00
        26, 3.310344696E+01,-2.000000000E+01,-2.176640050E-02, 1.315485339E+00, 0.000000000E+00
        27, 3.482758713E+01,-2.000000000E+01,-1.824198193E-02, 1.303760560E+00, 0.000000000E+00
        28, 3.655172348E+01,-2.000000000E+01,-1.400017538E-02, 1.292659203E+00, 0.000000000E+00
        29, 3.827586365E+01,-2.000000000E+01,-1.058121835E-02, 1.280889171E+00, 0.000000000E+00
        30, 4.000000000E+01,-2.000000000E+01,-4.691023174E-03, 1.273329468E+00, 0.000000000E+00
        31, 2.688087654E+01,-1.912092590E+01,-3.664771944E-02, 1.340215862E+00, 2.283027472E-03
        32, 2.570874596E+01,-1.911762238E+01,-3.978812677E-02, 1.343160725E+00, 1.707458124E-03
        33, 1.065971851E+01,-1.905763054E+01,-8.591940549E-03, 1.293183086E+00,-1.084410448E-02
        34, 3.223234940E+01,-1.902348328E+01,-2.385729157E-02, 1.317105876E+00, 5.289233450E-03
        35, 3.632635117E+01,-1.898240852E+01,-1.443387986E-02, 1.290288738E+00, 7.291792361E-03
        36,-8.439105034E+00,-1.896893883E+01, 2.323884523E-01, 1.003878973E+00,-3.565041142E-03
        37, 1.504807377E+01,-1.896084785E+01,-3.659771003E-02, 1.330660185E+00,-6.345303279E-03
        38, 6.240347862E+00,-1.892391968E+01, 4.667049148E-02, 1.230728644E+00,-1.854468772E-02
        39,-5.172211528E-01,-1.886991882E+01, 1.573863762E-01, 1.102517133E+00,-2.085977942E-02
        40, 2.344727135E+01,-1.886930466E+01,-4.491675707E-02, 1.345655695E+00, 9.663958643E-04
        41,-3.581001759E+00,-1.882642365E+01, 2.006169779E-01, 1.050572856E+00,-1.734845897E-02
