nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 9.649728686E+00, 2.650000000E+01, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 9.140191167E+00, 2.652235892E+01, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 7.919670375E+00, 2.656460517E+01, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 5.797737266E+00, 2.664627235E+01, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 3.287679432E+00, 2.674552420E+01, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 1.955293892E-01, 2.685682014E+01, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01,-2.866886168E+00, 2.697829411E+01, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01,-5.991831503E+00, 2.709734189E+01, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01,-8.756978160E+00, 2.720058893E+01, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01,-1.099276883E+01, 2.728324018E+01, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01,-1.259408295E+01, 2.734793797E+01, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01,-1.361617137E+01, 2.739479488E+01, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-1.417580778E+01, 2.741857438E+01, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-1.425814923E+01, 2.742667376E+01, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-1.390252994E+01, 2.741932050E+01, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-1.325232884E+01, 2.739929452E+01, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-1.240963620E+01, 2.737736020E+01, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-1.138389407E+01, 2.734852364E+01, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-1.034391869E+01, 2.731936802E+01, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-9.285921415E+00, 2.728818725E+01, 0.000000000E+00
