nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 6.922529700E+00, 1.500000000E+01, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 6.736754835E+00, 1.501456928E+01, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 6.288701076E+00, 1.504233685E+01, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 5.496488457E+00, 1.509716625E+01, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 4.546197231E+00, 1.516448158E+01, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 3.358212512E+00, 1.524078390E+01, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01, 2.166192152E+00, 1.532488135E+01, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01, 9.065075682E-01, 1.540982518E+01, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01,-2.559416058E-01, 1.548737543E+01, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01,-1.257692131E+00, 1.555386474E+01, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01,-2.048177670E+00, 1.561092316E+01, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01,-2.674004221E+00, 1.565939108E+01, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-3.126791471E+00, 1.569151557E+01, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-3.410968326E+00, 1.571553819E+01, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-3.545791979E+00, 1.573308205E+01, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-3.542506453E+00, 1.573863856E+01, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-3.461208842E+00, 1.574096900E+01, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-3.298974022E+00, 1.573835436E+01, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-3.096135861E+00, 1.573334887E+01, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-2.850203446E+00, 1.572525907E+01, 0.000000000E+00
        21, 2.448275948E+01,-2.000000000E+01,-2.570202878E+00, 1.571574192E+01, 0.000000000E+00
        22, 2.620689583E+01,-2.000000000E+01,-2.277349416E+00, 1.570723698E+01, 0.000000000E+00
        23, 2.793103409E+01,-2.000000000E+01,-2.008629955E+00, 1.570085733E+01, 0.000000000E+00
        24, 2.965517235E+01,-2.000000000E+01,-1.688938206E+00, 1.569367803E+01, 0.000000000E+00
        25, 3.137931061E+01,-2.000000000E+01,-1.389147812E+00, 1.568330854E+01, 0.000000000E+00
        26, 3.310344696E+01,-2.000000000E+01,-1.137202262E+00, 1.567590021E+01, 0.000000000E+00
        27, 3.482758713E+01,-2.000000000E+01,-8.271470398E-01, 1.566863538E+01, 0.000000000E+00
        28, 3.655172348E+01,-2.000000000E+01,-5.568507730E-01, 1.566134388E+01, 0.000000000E+00
        29, 3.827586365E+01,-2.000000000E+01,-2.980936050E-01, 1.565493088E+01, 0.000000000E+00
        30, 4.000000000E+01,-2.000000000E+01,-7.671664054E-02, 1.565090499E+01, 0.000000000E+00
        31, 2.688087654E+01,-1.912092590E+01,-2.162828115E+00, 1.570888685E+01, 4.518190171E-03
        32, 2.570874596E+01,-1.911762238E+01,-2.359436216E+00, 1.571455566E+01, 4.471962167E-03
        33, 1.065971851E+01,-1.905763054E+01,-3.176827250E+00, 1.569898184E+01,-1.561277702E-02
        34, 3.223234940E+01,-1.902348328E+01,-1.256852378E+00, 1.568420408E+01, 4.485789376E-03
        35, 3.632635117E+01,-1.898240852E+01,-5.913285180E-01, 1.566700819E+01, 4.403944738E-03
        36,-8.439105034E+00,-1.896893883E+01, 6.864115514E+00, 1.501210189E+01,-1.181387454E-02
        37, 1.504807377E+01,-1.896084785E+01,-3.583707700E+00, 1.574231136E+01,-4.397076733E-03
        38, 6.240347862E+00,-1.892391968E+01,-1.669246797E+00, 1.558978754E+01,-3.700768721E-02
        39,-5.172211528E-01,-1.886991882E+01, 2.753579554E+00, 1.529169960E+01,-5.644579882E-02
        40, 2.344727135E+01,-1.886930466E+01,-2.753104620E+00, 1.572892685E+01, 4.965898912E-03
        41,-3.581001759E+00,-1.882642365E+01, 4.891654351E+00, 1.514970776E+01,-4.888218550E-02
        42, 1.655527496E+01,-1.881643867E+01,-3.549755215E+00, 1.574842872E+01,-1.440668033E-03
        43, 4.681884766E+00,-1.873410606E+01,-8.462681378E-01, 1.553488347E+01,-5.073354283E-02
        44, 3.091585732E+01,-1.869906235E+01,-1.468328785E+00, 1.569412490E+01, 5.989565158E-03
        45, 1.824869728E+01,-1.866976166E+01,-3.425952722E+00, 1.575038340E+01, 1.641688865E-03
        46, 3.888160324E+01,-1.861947632E+01,-1.846163652E-01, 1.566016870E+01, 4.176391851E-03
        47, 2.963801861E+00,-1.861654663E+01, 2.418802250E-01, 1.546242204E+01,-6.221492397E-02
        48, 3.353791046E+01,-1.860749054E+01,-1.049444420E+00, 1.568377817E+01, 6.121908491E-03
        49, 1.998884201E+01,-1.860685921E+01,-3.243291436E+00, 1.574716686E+01, 4.040802097E-03
        50,-2.065884590E+00,-1.845661926E+01, 3.899760801E+00, 1.522160028E+01,-7.338204953E-02
        51, 2.809185028E+01,-1.844211006E+01,-1.964346843E+00, 1.571149813E+01, 7.532307884E-03
        52, 1.060077071E+00,-1.842178726E+01, 1.603038089E+00, 1.537438955E+01,-7.646447815E-02
        53,-5.929559708E+00,-1.841862106E+01, 6.198475763E+00, 1.506447545E+01,-4.455337483E-02
        54, 2.185309792E+01,-1.841635323E+01,-2.994240644E+00, 1.574301489E+01, 6.573301895E-03
        55, 2.477992058E+01,-1.841446114E+01,-2.527205007E+00, 1.572768152E+01, 7.489945892E-03
        56,-7.270661831E+00,-1.839252853E+01, 6.695644646E+00, 1.503038726E+01,-3.118941520E-02
        57, 9.334493637E+00,-1.837192345E+01,-2.910802952E+00, 1.568441405E+01,-3.574746757E-02
