nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 9.232396827E+00, 2.300000000E+01, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 8.841558735E+00, 2.301981665E+01, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 7.904754911E+00, 2.305726569E+01, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 6.271018091E+00, 2.313000197E+01, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 4.333228873E+00, 2.321857430E+01, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 1.939456959E+00, 2.331809880E+01, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01,-4.369541614E-01, 2.342693460E+01, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01,-2.880176647E+00, 2.353432908E+01, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01,-5.063327614E+00, 2.362861522E+01, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01,-6.857158667E+00, 2.370547122E+01, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01,-8.176762734E+00, 2.376725196E+01, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01,-9.075010309E+00, 2.381425759E+01, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-9.628205338E+00, 2.384075857E+01, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-9.824207274E+00, 2.385411245E+01, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-9.695363103E+00, 2.385447549E+01, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-9.318633309E+00, 2.384332025E+01, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-8.790376321E+00, 2.383096654E+01, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-8.128385830E+00, 2.381190942E+01, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-7.431204163E+00, 2.379169906E+01, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-6.718200103E+00, 2.376940303E+01, 0.000000000E+00
        21, 2.448275948E+01,-2.000000000E+01,-5.959734432E+00, 2.374681158E+01, 0.000000000E+00
        22, 2.620689583E+01,-2.000000000E+01,-5.200138041E+00, 2.372767982E+01, 0.000000000E+00
        23, 2.793103409E+01,-2.000000000E+01,-4.535285052E+00, 2.371263769E+01, 0.000000000E+00
        24, 2.965517235E+01,-2.000000000E+01,-3.777709841E+00, 2.369795783E+01, 0.000000000E+00
        25, 3.137931061E+01,-2.000000000E+01,-3.085613896E+00, 2.367991985E+01, 0.000000000E+00
        26, 3.310344696E+01,-2.000000000E+01,-2.508810489E+00, 2.366685288E+01, 0.000000000E+00
        27, 3.482758713E+01,-2.000000000E+01,-1.823148310E+00, 2.365474609E+01, 0.000000000E+00
        28, 3.655172348E+01,-2.000000000E+01,-1.225421553E+00, 2.364317197E+01, 0.000000000E+00
        29, 3.827586365E+01,-2.000000000E+01,-6.490364710E-01, 2.363313282E+01, 0.000000000E+00
        30, 4.000000000E+01,-2.000000000E+01,-1.646794889E-01, 2.362705175E+01, 0.000000000E+00
        31, 2.688087654E+01,-1.912092590E+01,-4.917512920E+00, 2.372671210E+01, 9.428883883E-03
        32, 2.570874596E+01,-1.911762238E+01,-5.397507680E+00, 2.373915317E+01, 9.771609699E-03
        33, 1.065971851E+01,-1.905763054E+01,-9.741031382E+00, 2.385030850E+01,-1.075811318E-02
        34, 3.223234940E+01,-1.902348328E+01,-2.778359738E+00, 2.367916380E+01, 7.946022227E-03
        35, 3.632635117E+01,-1.898240852E+01,-1.299314376E+00, 2.365051343E+01, 7.064869637E-03
        36,-8.439105034E+00,-1.896893883E+01, 9.104104811E+00, 2.301620748E+01,-1.613012344E-02
        37, 1.504807377E+01,-1.896084785E+01,-9.556754143E+00, 2.385877619E+01, 5.326211582E-03
        38, 6.240347862E+00,-1.892391968E+01,-7.593184017E+00, 2.374824251E+01,-3.992982544E-02
        39,-5.172211528E-01,-1.886991882E+01, 7.173900520E-01, 2.338575653E+01,-7.300132747E-02
        40, 2.344727135E+01,-1.886930466E+01,-6.432563862E+00, 2.377050180E+01, 1.307720392E-02
        41,-3.581001759E+00,-1.882642365E+01, 5.030797842E+00, 2.320032151E+01,-6.454976973E-02
        42, 1.655527496E+01,-1.881643867E+01,-9.158753231E+00, 2.385122017E+01, 9.527986355E-03
        43, 4.681884766E+00,-1.873410606E+01,-6.170924849E+00, 2.368754201E+01,-5.875711546E-02
        44, 3.091585732E+01,-1.869906235E+01,-3.261673611E+00, 2.369477973E+01, 1.093680447E-02
        45, 1.824869728E+01,-1.866976166E+01,-8.579557226E+00, 2.383820459E+01, 1.380639374E-02
        46, 3.888160324E+01,-1.861947632E+01,-4.024675187E-01, 2.363893408E+01, 6.369457362E-03
        47, 2.963801861E+00,-1.861654663E+01,-4.175394753E+00, 2.360180314E+01,-7.576630973E-02
        48, 3.353791046E+01,-1.860749054E+01,-2.313232957E+00, 2.367600743E+01, 1.032319927E-02
        49, 1.998884201E+01,-1.860685921E+01,-7.897392634E+00, 2.381863448E+01, 1.625291066E-02
        50,-2.065884590E+00,-1.845661926E+01, 3.010179463E+00, 2.329543133E+01,-9.614049840E-02
        51, 2.809185028E+01,-1.844211006E+01,-4.420309608E+00, 2.372556843E+01, 1.535556416E-02
        52, 1.060077071E+00,-1.842178726E+01,-1.567507385E+00, 2.349295806E+01,-9.680859333E-02
        53,-5.929559708E+00,-1.841862106E+01, 7.715921848E+00, 2.308659747E+01,-5.958511551E-02
        54, 2.185309792E+01,-1.841635323E+01,-7.098218775E+00, 2.379887135E+01, 1.951046682E-02
        55, 2.477992058E+01,-1.841446114E+01,-5.819717121E+00, 2.376103353E+01, 1.775132419E-02
        56,-7.270661831E+00,-1.839252853E+01, 8.748344534E+00, 2.304079635E+01,-4.197111153E-02
        57, 9.334493637E+00,-1.837192345E+01,-9.508003745E+00, 2.384557999E+01,-3.052803449E-02
        58, 1.189736176E+01,-1.834807396E+01,-1.000832941E+01, 2.387428242E+01,-9.172616055E-03
        59, 3.491258621E+01,-1.833026505E+01,-1.807370028E+00, 2.366955800E+01, 1.167565052E-02
        60, 1.358120537E+01,-1.832011414E+01,-9.909161350E+00, 2.387939543E+01, 2.161190273E-03
        61, 2.961786652E+01,-1.826012993E+01,-3.786423350E+00, 2.371148646E+01, 1.514660332E-02
        62, 7.685947418E+00,-1.825920105E+01,-8.757009054E+00, 2.381331892E+01,-5.056780694E-02
        63,-1.000000000E+01,-1.814569283E+01, 9.783158103E+00, 2.300000000E+01, 0.000000000E+00
        64, 3.750472260E+01,-1.811868095E+01,-8.844084940E-01, 2.365646577E+01, 1.083008074E-02
        65, 2.631773186E+01,-1.806191635E+01,-5.142131720E+00, 2.375033874E+01, 2.138787747E-02
        66,-4.570134640E+00,-1.802813339E+01, 6.375481385E+00, 2.315623759E+01,-9.826882007E-02
        67, 4.000000000E+01,-1.800000000E+01, 0.000000000E+00, 2.364509109E+01, 1.051109040E-02
        68, 1.532883930E+01,-1.764900589E+01,-9.620365070E+00, 2.388827443E+01, 1.511673474E-02
        69, 3.223038101E+01,-1.763749695E+01,-2.774669268E+00, 2.370272491E+01, 1.900643650E-02
        70,-3.335702181E+00,-1.753531075E+01, 4.946233976E+00, 2.323229950E+01,-1.417935082E-01
        71, 1.060112476E+01,-1.750579643E+01,-1.010248590E+01, 2.389101633E+01,-2.877023773E-02
        72, 5.794167042E+00,-1.749589157E+01,-7.576256203E+00, 2.377378236E+01,-1.000976635E-01
        73,-5.491465330E-01,-1.746159554E+01, 7.357192098E-01, 2.341124164E+01,-1.624515887E-01
        74, 2.345230675E+01,-1.741854668E+01,-6.396628108E+00, 2.380013767E+01, 3.222790302E-02
        75, 1.710820961E+01,-1.739478683E+01,-9.084933410E+00, 2.388042178E+01, 2.444593893E-02
        76, 3.586927414E+01,-1.737919617E+01,-1.458939202E+00, 2.368286366E+01, 1.769990698E-02
