nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 7.281047638E+00, 1.650000000E+01, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 7.064928830E+00, 1.651537662E+01, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 6.544699686E+00, 1.654460136E+01, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 5.628644704E+00, 1.660205851E+01, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 4.533511753E+00, 1.667242682E+01, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 3.169727820E+00, 1.675194976E+01, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01, 1.806266615E+00, 1.683934199E+01, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01, 3.770281150E-01, 1.692701633E+01, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01,-9.298358962E-01, 1.700620065E+01, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01,-2.041984084E+00, 1.707320055E+01, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01,-2.904416390E+00, 1.712977815E+01, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01,-3.560059198E+00, 1.717644237E+01, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-4.022564566E+00, 1.720651709E+01, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-4.294342661E+00, 1.722794005E+01, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-4.386631614E+00, 1.724166694E+01, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-4.329526361E+00, 1.724349746E+01, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-4.189881112E+00, 1.724247921E+01, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-3.957436994E+00, 1.723662990E+01, 0.000000000E+00
