nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1,-1.000000000E+01,-2.000000000E+01, 2.144140478E+00, 5.000000000E+00, 0.000000000E+00
         2,-8.275861740E+00,-2.000000000E+01, 2.109401945E+00, 5.008398645E+00, 0.000000000E+00
         3,-6.551723957E+00,-2.000000000E+01, 2.021500543E+00, 5.026272493E+00, 0.000000000E+00
         4,-4.827586174E+00,-2.000000000E+01, 1.857436502E+00, 5.062520338E+00, 0.000000000E+00
         5,-3.103448391E+00,-2.000000000E+01, 1.653249498E+00, 5.107709765E+00, 0.000000000E+00
         6,-1.379310369E+00,-2.000000000E+01, 1.392074753E+00, 5.159019380E+00, 0.000000000E+00
         7, 3.448275924E-01,-2.000000000E+01, 1.125566523E+00, 5.215433244E+00, 0.000000000E+00
         8, 2.068965435E+00,-2.000000000E+01, 8.304568818E-01, 5.274306763E+00, 0.000000000E+00
         9, 3.793103456E+00,-2.000000000E+01, 5.471885620E-01, 5.331150876E+00, 0.000000000E+00
        10, 5.517241478E+00,-2.000000000E+01, 2.901533781E-01, 5.382308216E+00, 0.000000000E+00
        11, 7.241379261E+00,-2.000000000E+01, 7.222470743E-02, 5.428366427E+00, 0.000000000E+00
        12, 8.965517044E+00,-2.000000000E+01,-1.246306492E-01, 5.471771904E+00, 0.000000000E+00
        13, 1.068965530E+01,-2.000000000E+01,-2.782112904E-01, 5.503527914E+00, 0.000000000E+00
        14, 1.241379356E+01,-2.000000000E+01,-3.900697666E-01, 5.529204777E+00, 0.000000000E+00
        15, 1.413793087E+01,-2.000000000E+01,-4.747383908E-01, 5.551763905E+00, 0.000000000E+00
        16, 1.586206913E+01,-2.000000000E+01,-5.197188100E-01, 5.565130982E+00, 0.000000000E+00
        17, 1.758620644E+01,-2.000000000E+01,-5.419730678E-01, 5.576175427E+00, 0.000000000E+00
        18, 1.931034470E+01,-2.000000000E+01,-5.409260576E-01, 5.583427531E+00, 0.000000000E+00
        19, 2.103448296E+01,-2.000000000E+01,-5.272865007E-01, 5.588039910E+00, 0.000000000E+00
        20, 2.275862122E+01,-2.000000000E+01,-5.014610265E-01, 5.589671186E+00, 0.000000000E+00
        21, 2.448275948E+01,-2.000000000E+01,-4.625746138E-01, 5.589249431E+00, 0.000000000E+00
        22, 2.620689583E+01,-2.000000000E+01,-4.142508996E-01, 5.588663838E+00, 0.000000000E+00
        23, 2.793103409E+01,-2.000000000E+01,-3.654101813E-01, 5.588825592E+00, 0.000000000E+00
        24, 2.965517235E+01,-2.000000000E+01,-3.114236533E-01, 5.587981991E+00, 0.000000000E+00
        25, 3.137931061E+01,-2.000000000E+01,-2.580475580E-01, 5.585419349E+00, 0.000000000E+00
        26, 3.310344696E+01,-2.000000000E+01,-2.090838581E-01, 5.584368034E+00, 0.000000000E+00
        27, 3.482758713E+01,-2.000000000E+01,-1.535305956E-01, 5.583288951E+00, 0.000000000E+00
        28, 3.655172348E+01,-2.000000000E+01,-1.036266244E-01, 5.582188427E+00, 0.000000000E+00
        29, 3.827586365E+01,-2.000000000E+01,-5.403152799E-02, 5.582293307E+00, 0.000000000E+00
        30, 4.000000000E+01,-2.000000000E+01,-1.380983979E-02, 5.582356910E+00, 0.000000000E+00
        31, 2.688087654E+01,-1.912092590E+01,-3.937006500E-01, 5.591600573E+00, 4.329190669E-04
        32, 2.570874596E+01,-1.911762238E+01,-4.297629394E-01, 5.592101307E+00, 2.926011468E-04
        33, 1.065971851E+01,-1.905763054E+01,-2.866958992E-01, 5.508266108E+00,-1.636958533E-02
        34, 3.223234940E+01,-1.902348328E+01,-2.329191289E-01, 5.588436703E+00, 6.273550637E-04
